"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"BusinessProcess","BusinessProcessService","listVariableInstance","GET /bpmapi/variableInstance/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","listVariableDeclareGlobal","GET /bpmapi/variableDeclare/list/global","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","updateVariableDeclare","POST /bpmapi/variableDeclare/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","detailVariableDeclare","GET /bpmapi/variableDeclare/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","deleteVariableDeclare","DELETE /bpmapi/variableDeclare/delete","","","","","",""
"BusinessProcess","BusinessProcessService","bpmAddNode","POST /bpmapi/bpmConfigNode/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmAddNameNode","POST /bpmapi/bpmConfigNode/update/name","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmDeleteNode","DELETE /bpmapi/bpmConfigNode/delete","","","","","",""
"BusinessProcess","BusinessProcessService","bpmDetailNode","GET /bpmapi/bpmConfigNode/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","bpmListNode","GET /bpmapi/bpmConfigNode/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","bpmAddLinkNode","POST /bpmapi/bpmConfigLinkNode/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmAddNameLinkNode","POST /bpmapi/bpmConfigLinkNode/update/name","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmAddLinkNodeConfig","POST /bpmapi/bpmConfigLinkNode/update/config","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmDeleteLinkNode","DELETE /bpmapi/bpmConfigLinkNode/delete","","","","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","bpmGetLinkNode","GET /bpmapi/bpmConfigLinkNode/get","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","saveDiagram","POST /bpmapi/businessProcess/update/config","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","getDetailDiagram","GET /bpmapi/businessProcess/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","updateUserTask","POST /bpmapi/bpmForm/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","detailUserTask","GET /bpmapi/bpmForm/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","cloneUserTask","POST /bpmapi/userTask/clone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","cloneFormMapping","GET /bpmapi/formMapping/clone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","listBpmForm","GET /bpmapi/bpmForm/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","listBpmFormGlobal","GET /bpmapi/bpmForm/list/global","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","listBpmFormData","GET /bpmapi/bpmFormData/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","getBpmFormDataByNodeId","GET /bpmapi/bpmFormData/getByNodeId","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","listBpmFormMapping","GET /bpmapi/bpmForm/list/mapping","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"BusinessProcess","BusinessProcessService","updateServiceTask","POST /bpmapi/serviceTask/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","detailServiceTask","GET /bpmapi/serviceTask/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","cloneServiceTask","POST /bpmapi/serviceTask/clone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","updateScriptTask","POST /bpmapi/scriptTask/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","detailScriptTask","GET /bpmapi/scriptTask/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","cloneScriptTask","POST /bpmapi/scriptTask/clone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","updateManualTask","POST /bpmapi/manualTask/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"BusinessProcess","BusinessProcessService","detailManualTask","GET /bpmapi/manualTask/get","","","Query DTO: id required.","","",""
"BusinessProcess","BusinessProcessService","cloneManualTask","POST /bpmapi/manualTask/clone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
